transaction_id,timestamp,sender_id,receiver_id,amount,currency,tx_type,is_fraud,flag_reason
TXN-46855227,2026-02-20T16:35:00.187276,ACC-1326-USAH,ACC-1587-WKZR,6849.65,USD,internal,0,
TXN-44244261,2026-02-11T05:17:00.187276,ACC-0850-MXFO,ACC-9031-FJTH,12382.66,USD,wire,0,
TXN-34009606,2026-05-26T12:39:00.187276,ACC-4185-ASUS,ACC-2750-KPNZ,5458.6,USD,swift,0,
TXN-50567532,2026-05-18T05:58:00.187276,ACC-2428-YFEX,ACC-5037-BMXF,932.04,USD,ach,1,off_hours|smurfing
TXN-00227295,2026-01-18T04:45:00.187276,ACC-1304-IHKT,ACC-0250-XIOR,9224.48,USD,ach,1,structuring|off_hours
TXN-38233589,2026-04-15T17:28:00.187276,ACC-0358-QCKT,ACC-9473-UQMZ,12529.12,USD,swift,0,
TXN-91943799,2026-02-09T09:45:00.187276,ACC-4185-ASUS,ACC-9388-GPIW,7648.2,USD,ach,0,
TXN-28657985,2025-12-26T03:59:00.187276,ACC-9715-GQPO,ACC-9841-XCIO,14017.01,USD,internal,0,
TXN-44809058,2025-12-09T04:56:00.187276,ACC-5851-BJFQ,ACC-4109-KYML,14983.59,USD,swift,0,
TXN-98703408,2026-01-16T09:44:00.187276,ACC-4444-PWOU,ACC-4230-NHQJ,11454.95,USD,swift,0,
TXN-62647594,2026-04-04T06:05:00.187276,ACC-2563-POZA,ACC-6344-OXGO,5775.41,USD,swift,0,
TXN-12591121,2025-12-20T05:57:00.187276,ACC-7701-XHLG,ACC-5003-COSZ,14826.79,USD,ach,0,
TXN-05038027,2026-04-13T20:18:00.187276,ACC-0522-SEZC,ACC-4739-QGFO,13052.02,USD,swift,0,
TXN-90053092,2026-01-03T12:08:00.187276,ACC-5749-GTZM,ACC-1877-IYLU,13070.45,USD,ach,0,
TXN-37911794,2025-12-28T11:00:00.187276,ACC-6325-GLSU,ACC-1609-VIVQ,10405.93,USD,wire,0,
TXN-88020219,2026-03-03T17:04:00.187276,ACC-0078-BYKV,ACC-0634-OPGP,10794.83,USD,swift,0,
TXN-89371850,2026-04-25T20:49:00.187276,ACC-1586-BRCN,ACC-0634-OPGP,9996.43,USD,wire,1,structuring
TXN-58314535,2026-04-01T00:54:00.187276,ACC-4613-OTIS,ACC-6884-GBRS,4899.4,USD,wire,0,
TXN-78423385,2026-02-22T06:33:00.187276,ACC-7561-RVOL,ACC-5583-HXSZ,6210.17,USD,ach,0,
TXN-19458217,2026-01-21T00:15:00.187276,ACC-7701-XHLG,ACC-1326-USAH,10262.86,USD,swift,0,
TXN-71005236,2026-05-06T23:24:00.187276,ACC-3028-BOGM,ACC-9500-KEMX,3867.13,USD,wire,0,
TXN-49358035,2026-04-07T04:53:00.187276,ACC-3216-JNUZ,ACC-6474-RGRX,14181.27,USD,internal,0,
TXN-98629730,2026-05-21T08:54:00.187276,ACC-0788-KGMR,ACC-4185-ASUS,14990.63,USD,swift,0,
TXN-73135497,2026-01-05T02:34:00.187276,ACC-2260-RBDT,ACC-0941-FUKL,14890.75,USD,internal,0,
TXN-78171021,2025-12-14T16:35:00.187276,ACC-9041-VDOL,ACC-2422-WJCT,11685.76,USD,wire,0,
TXN-11870181,2026-05-13T18:41:00.187276,ACC-0926-ANOM,ACC-4048-YPOO,11992.96,USD,internal,0,
TXN-95268332,2026-02-03T15:22:00.187276,ACC-2212-TFGZ,ACC-7045-NDZV,10827.88,USD,ach,0,
TXN-33714895,2026-05-17T23:07:00.187276,ACC-6884-GBRS,ACC-7172-GIQB,11839.73,USD,wire,0,
TXN-06120645,2026-05-06T06:56:00.187276,ACC-8060-APOY,ACC-0788-KGMR,11224.84,USD,ach,0,
TXN-36215038,2026-01-29T00:00:00.187276,ACC-1877-IYLU,ACC-5583-HXSZ,7551.83,USD,internal,0,
TXN-29058678,2026-01-20T04:08:00.187276,ACC-0783-QPQL,ACC-0941-FUKL,11211.06,USD,internal,0,
TXN-26149680,2026-01-07T09:14:00.187276,ACC-7753-YQDB,ACC-1712-VODY,10877.04,USD,swift,0,
TXN-35045037,2026-04-30T06:15:00.187276,ACC-5758-HHNI,ACC-3315-VVSM,8071.76,USD,swift,0,
TXN-87656619,2026-03-13T16:57:00.187276,ACC-1835-PXJI,ACC-0712-LKHL,12345.14,USD,internal,0,
TXN-71447889,2026-01-05T16:24:00.187276,ACC-6439-UBCZ,ACC-3360-OWCI,4953.69,USD,ach,0,
TXN-01721240,2026-05-22T21:50:00.187276,ACC-0788-KGMR,ACC-9614-XKQA,6154.02,USD,ach,0,
TXN-47012964,2025-12-19T20:29:00.187276,ACC-5393-LCZP,ACC-1462-CCYF,3560.26,USD,ach,0,
TXN-56977727,2026-03-18T09:33:00.187276,ACC-1992-AVFL,ACC-0640-NKQH,8830.74,USD,ach,0,
TXN-67282262,2026-03-25T15:16:00.187276,ACC-0192-FUHU,ACC-1877-IYLU,14088.84,USD,internal,0,
TXN-09578762,2025-12-17T17:33:00.187276,ACC-4981-LFIU,ACC-3860-DKYE,12838.98,USD,wire,0,
TXN-86486322,2026-06-02T06:44:00.187276,ACC-6247-NKGO,ACC-7763-RRAB,955.22,USD,internal,0,
TXN-39629437,2026-01-25T23:04:00.187276,ACC-1462-CCYF,ACC-1835-PXJI,3220.98,USD,wire,0,
TXN-01537609,2025-12-21T05:25:00.187276,ACC-9041-VDOL,ACC-2464-REDL,1075.72,USD,ach,0,
TXN-17833275,2026-05-08T02:02:00.187276,ACC-7229-BQGW,ACC-4048-YPOO,2255.93,USD,wire,0,
TXN-91508480,2026-02-16T23:18:00.187276,ACC-4600-SXTZ,ACC-2731-RKFN,9932.81,USD,wire,0,
TXN-86792070,2026-01-10T19:32:00.187276,ACC-7180-FWWO,ACC-0115-ZMEK,4890.38,USD,ach,0,
TXN-18159378,2026-02-13T20:18:00.187276,ACC-6124-BPTV,ACC-9669-ZKOC,11197.7,USD,swift,0,
TXN-88084124,2026-04-02T06:42:00.187276,ACC-5068-KTBX,ACC-1515-PFEI,3362.17,USD,wire,0,
TXN-65041493,2026-05-26T11:29:00.187276,ACC-4613-OTIS,ACC-4490-DZNU,14978.87,USD,swift,0,
TXN-62317758,2026-03-28T16:16:00.187276,ACC-4981-LFIU,ACC-0499-CKYW,13494.04,USD,internal,0,
TXN-34934398,2026-05-12T23:14:00.187276,ACC-3700-QZNW,ACC-0021-ZDAL,8801.2,USD,internal,0,
TXN-41688303,2026-03-16T14:43:00.187276,ACC-7569-JKEU,ACC-5673-LFQT,6481.48,USD,wire,0,
TXN-28880546,2026-05-25T16:06:00.187276,ACC-3480-KKBG,ACC-1968-NBYW,6800.75,USD,ach,0,
TXN-42175802,2026-03-24T06:02:00.187276,ACC-9715-GQPO,ACC-0064-WODP,1471.53,USD,swift,0,
TXN-61642584,2026-02-27T16:26:00.187276,ACC-4345-GDCM,ACC-2422-WJCT,13848.63,USD,wire,0,
TXN-27626169,2025-12-31T21:15:00.187276,ACC-9473-UQMZ,ACC-2492-KRUJ,8367.74,USD,internal,0,
TXN-69043788,2026-05-28T22:36:00.187276,ACC-7045-NDZV,ACC-5508-YSNF,6372.91,USD,wire,0,
TXN-73187180,2026-02-20T14:29:00.187276,ACC-2260-RBDT,ACC-5068-KTBX,3230.45,USD,swift,0,
TXN-94575660,2026-02-03T22:32:00.187276,ACC-3661-ATVI,ACC-9669-ZKOC,11450.95,USD,ach,0,
TXN-93128373,2026-03-28T12:59:00.187276,ACC-0192-FUHU,ACC-1586-BRCN,9658.35,USD,wire,0,
TXN-28834526,2026-05-13T17:03:00.187276,ACC-4613-OTIS,ACC-4600-SXTZ,4135.39,USD,internal,0,
TXN-33720340,2026-03-05T06:10:00.187276,ACC-5749-GTZM,ACC-7226-BBFO,9877.3,USD,wire,0,
TXN-27783052,2026-01-14T18:50:00.187276,ACC-1462-CCYF,ACC-9254-HTKO,7980.72,USD,swift,0,
TXN-53715015,2026-03-26T09:31:00.187276,ACC-7391-EZJG,ACC-0793-KCVU,4899.52,USD,wire,0,
TXN-81061207,2025-12-21T23:20:00.187276,ACC-5037-BMXF,ACC-1586-BRCN,1269.64,USD,swift,0,
TXN-36843122,2026-05-27T08:41:00.187276,ACC-9715-GQPO,ACC-3028-BOGM,3272.76,USD,wire,0,
TXN-33788227,2026-03-07T08:17:00.187276,ACC-2212-TFGZ,ACC-9209-SNGQ,7325.16,USD,internal,0,
TXN-79670998,2025-12-20T02:35:00.187276,ACC-4490-DZNU,ACC-3579-PZUP,3106.13,USD,ach,0,
TXN-19775955,2026-01-13T03:28:00.187276,ACC-7099-CPXC,ACC-1304-IHKT,11217.86,USD,ach,0,
TXN-27108860,2026-01-11T07:44:00.187276,ACC-7226-BBFO,ACC-3360-OWCI,12508.65,USD,internal,0,
TXN-41636334,2025-12-27T08:05:00.187276,ACC-0976-ZKPF,ACC-5758-HHNI,6923.33,USD,wire,0,
TXN-89986265,2026-02-27T13:37:00.187276,ACC-5732-RWSY,ACC-9473-UQMZ,4378.25,USD,swift,0,
TXN-04819721,2025-12-14T05:20:00.187276,ACC-6439-UBCZ,ACC-9500-KEMX,12488.79,USD,internal,0,
TXN-24604663,2025-12-31T09:04:00.187276,ACC-0976-ZKPF,ACC-0115-ZMEK,6036.72,USD,wire,0,
TXN-75323272,2026-03-20T04:57:00.187276,ACC-4444-PWOU,ACC-4668-ELIB,2563.58,USD,wire,0,
TXN-00325730,2026-04-23T11:22:00.187276,ACC-0712-LKHL,ACC-0078-BYKV,10924.32,USD,ach,0,
TXN-53030498,2026-02-06T22:19:00.187276,ACC-4600-SXTZ,ACC-5673-LFQT,2335.4,USD,wire,0,
TXN-96155217,2026-01-23T15:41:00.187276,ACC-9041-VDOL,ACC-9020-XNJH,8713.05,USD,internal,0,
TXN-68587381,2026-05-18T05:19:00.187276,ACC-5583-HXSZ,ACC-6474-RGRX,9489.21,USD,internal,0,
TXN-35093457,2026-05-08T20:32:00.187276,ACC-7391-EZJG,ACC-4898-SNZB,6806.11,USD,wire,0,
TXN-50063388,2026-03-13T04:14:00.187276,ACC-1462-CCYF,ACC-5602-HIUK,8931.49,USD,swift,0,
TXN-77583726,2026-04-06T13:45:00.187276,ACC-6884-GBRS,ACC-0850-MXFO,13640.3,USD,ach,0,
TXN-76486324,2026-03-01T14:40:00.187276,ACC-5795-NCSY,ACC-0850-MXFO,1597.35,USD,internal,0,
TXN-22444536,2025-12-30T11:51:00.187276,ACC-3315-VVSM,ACC-3148-KZXU,6594.49,USD,swift,0,
TXN-60077069,2026-04-22T11:49:00.187276,ACC-9473-UQMZ,ACC-1343-YUMZ,5841.88,USD,internal,0,
TXN-73294208,2026-05-31T14:13:00.187276,ACC-6247-NKGO,ACC-7391-EZJG,1035.38,USD,wire,0,
TXN-55801151,2026-04-30T16:34:00.187276,ACC-9254-HTKO,ACC-5673-LFQT,13105.53,USD,internal,0,
TXN-86037246,2025-12-29T13:52:00.187276,ACC-0712-LKHL,ACC-7172-GIQB,14517.06,USD,swift,0,
TXN-43746954,2026-01-11T14:55:00.187276,ACC-7391-EZJG,ACC-3360-OWCI,5681.36,USD,internal,0,
TXN-69970432,2026-01-10T16:54:00.187276,ACC-4048-YPOO,ACC-6849-GUOW,1447.12,USD,swift,0,
TXN-35773051,2026-04-18T06:11:00.187276,ACC-9392-BWPD,ACC-7421-DLCM,5158.9,USD,swift,0,
TXN-30247895,2026-01-27T02:18:00.187276,ACC-8060-APOY,ACC-2506-PTOT,7639.96,USD,wire,0,
TXN-58715264,2026-05-27T06:06:00.187276,ACC-3408-YCHF,ACC-6124-BPTV,5681.96,USD,ach,0,
TXN-24119938,2026-01-24T17:59:00.187276,ACC-4976-XHSF,ACC-0793-KCVU,6593.22,USD,swift,0,
TXN-87089646,2026-03-12T16:56:00.187276,ACC-4981-LFIU,ACC-1992-AVFL,4309.67,USD,swift,0,
TXN-50933444,2026-02-06T12:25:00.187276,ACC-5583-HXSZ,ACC-2446-IMOY,5549.22,USD,swift,0,
TXN-48151475,2026-04-06T04:59:00.187276,ACC-9388-GPIW,ACC-0640-NKQH,14495.71,USD,ach,0,
TXN-62440611,2026-05-12T00:05:00.187276,ACC-0064-WODP,ACC-0248-AWBN,13118.05,USD,wire,0,
TXN-80585771,2026-04-19T22:28:00.187276,ACC-6551-YGBG,ACC-3028-BOGM,6767.32,USD,ach,0,
TXN-07654419,2026-03-29T22:08:00.187276,ACC-5068-KTBX,ACC-0078-BYKV,13960.56,USD,swift,0,
TXN-24921459,2025-12-22T07:42:00.187276,ACC-8291-FLED,ACC-2456-LPEI,5654.94,USD,wire,0,
TXN-84054547,2026-02-27T23:03:00.187276,ACC-4444-PWOU,ACC-5749-GTZM,2107.11,USD,internal,0,
TXN-68376478,2026-04-08T18:03:00.187276,ACC-5583-HXSZ,ACC-9680-LSCO,9249.46,USD,wire,0,
TXN-70370178,2025-12-13T03:23:00.187276,ACC-1326-USAH,ACC-0064-WODP,9152.76,USD,swift,0,
TXN-29917792,2026-01-06T04:25:00.187276,ACC-5037-BMXF,ACC-7753-YQDB,6326.39,USD,swift,0,
TXN-65642148,2025-12-24T23:03:00.187276,ACC-1712-VODY,ACC-8851-TRSL,295.71,USD,ach,0,
TXN-02864292,2026-01-14T04:37:00.187276,ACC-6474-RGRX,ACC-4230-NHQJ,150232.24,USD,wire,1,large_transfer|off_hours
TXN-37818418,2026-04-22T12:42:00.187276,ACC-7569-JKEU,ACC-4230-NHQJ,354.0,USD,swift,0,
TXN-57399961,2025-12-20T15:34:00.187276,ACC-2662-WECQ,ACC-9254-HTKO,292.82,USD,wire,0,
TXN-76141856,2026-03-07T02:56:00.187276,ACC-6857-NEOU,ACC-1671-JDZW,8749.45,USD,internal,0,
TXN-00086330,2026-01-11T20:32:00.187276,ACC-0064-WODP,ACC-4976-XHSF,12464.24,USD,swift,0,
TXN-18786696,2026-06-05T10:50:00.187276,ACC-4356-SSZP,ACC-5795-NCSY,10754.87,USD,swift,0,
TXN-78826683,2025-12-18T01:22:00.187276,ACC-9841-XCIO,ACC-0120-ZCJY,109733.61,USD,ach,1,large_transfer|off_hours
TXN-34196697,2026-02-20T07:05:00.187276,ACC-6001-GSVS,ACC-4739-QGFO,4134.59,USD,internal,0,
TXN-54983074,2026-03-30T07:57:00.187276,ACC-8291-FLED,ACC-6078-HYTP,14607.17,USD,swift,0,
TXN-33598213,2026-06-04T10:33:00.187276,ACC-0115-ZMEK,ACC-2662-WECQ,12027.16,USD,swift,0,
TXN-77640439,2025-12-29T08:48:00.187276,ACC-9392-BWPD,ACC-4850-YYUJ,4441.81,USD,wire,0,
TXN-90454279,2025-12-29T05:52:00.187276,ACC-1515-PFEI,ACC-5673-LFQT,10779.06,USD,ach,0,
TXN-82854843,2026-06-03T09:32:00.187276,ACC-5003-COSZ,ACC-5602-HIUK,14972.35,USD,internal,0,
TXN-12263137,2026-05-20T20:14:00.187276,ACC-0850-MXFO,ACC-4444-PWOU,7720.64,USD,ach,0,
TXN-81959146,2025-12-16T00:04:00.187276,ACC-7599-EZCC,ACC-4613-OTIS,1937.14,USD,ach,0,
TXN-42473707,2026-05-23T06:33:00.187276,ACC-1481-BDWR,ACC-4613-OTIS,9096.17,USD,swift,0,
TXN-11486189,2026-03-13T06:38:00.187276,ACC-9614-XKQA,ACC-4356-SSZP,7965.43,USD,swift,0,
TXN-51057973,2026-02-27T15:27:00.187276,ACC-5393-LCZP,ACC-1625-PKIJ,11048.34,USD,swift,0,
TXN-45995394,2026-04-20T08:08:00.187276,ACC-1343-YUMZ,ACC-4048-YPOO,3941.33,USD,swift,0,
TXN-17296954,2026-02-01T14:28:00.187276,ACC-2161-ZAAB,ACC-9592-QVZL,1883.43,USD,wire,0,
TXN-82252165,2026-04-03T01:07:00.187276,ACC-7022-XMNL,ACC-4944-OVZR,14515.04,USD,internal,0,
TXN-87057830,2026-05-28T06:55:00.187276,ACC-5842-NZFN,ACC-0634-OPGP,156771.37,USD,internal,1,large_transfer
TXN-83409447,2026-04-18T02:17:00.187276,ACC-4610-MBAA,ACC-3860-DKYE,11866.08,USD,wire,0,
TXN-57627012,2026-03-11T12:46:00.187276,ACC-1609-VIVQ,ACC-2492-KRUJ,9198.63,USD,wire,0,
TXN-14700615,2025-12-25T04:35:00.187276,ACC-8851-TRSL,ACC-6849-GUOW,6191.39,USD,swift,0,
TXN-13242007,2026-05-04T21:18:00.187276,ACC-0064-WODP,ACC-0499-CKYW,6777.12,USD,internal,0,
TXN-44331177,2026-01-10T12:50:00.187276,ACC-3408-YCHF,ACC-1968-NBYW,7567.81,USD,wire,0,
TXN-70697904,2026-01-09T11:19:00.187276,ACC-6551-YGBG,ACC-0457-OFHM,14024.33,USD,ach,0,
TXN-63506501,2026-03-07T12:07:00.187276,ACC-8766-UUNS,ACC-7180-FWWO,2984.71,USD,internal,0,
TXN-48613162,2026-01-10T15:29:00.187276,ACC-1462-CCYF,ACC-1515-PFEI,9632.76,USD,ach,0,
TXN-42308008,2026-01-21T16:49:00.187276,ACC-2422-WJCT,ACC-6078-HYTP,12645.82,USD,wire,0,
TXN-89769542,2025-12-15T21:12:00.187276,ACC-2260-RBDT,ACC-3315-VVSM,9784.39,USD,swift,0,
TXN-02062943,2026-05-16T15:11:00.187276,ACC-6047-IZOL,ACC-4850-YYUJ,4380.59,USD,internal,0,
TXN-64761036,2026-04-11T03:01:00.187276,ACC-0850-MXFO,ACC-7725-MTMH,6830.48,USD,wire,0,
TXN-70710306,2026-01-18T09:36:00.187276,ACC-7421-DLCM,ACC-9841-XCIO,9119.57,USD,internal,0,
TXN-82111782,2026-02-28T19:05:00.187276,ACC-9680-LSCO,ACC-2492-KRUJ,11421.94,USD,wire,0,
TXN-33070667,2026-02-28T02:39:00.187276,ACC-5068-KTBX,ACC-0153-GUNW,2156.12,USD,wire,0,
TXN-01659425,2026-02-21T08:05:00.187276,ACC-3315-VVSM,ACC-4345-GDCM,12211.49,USD,internal,0,
TXN-16755803,2026-01-26T00:41:00.187276,ACC-6018-ESKO,ACC-1304-IHKT,13192.18,USD,swift,0,
TXN-29796034,2025-12-13T21:35:00.187276,ACC-2563-POZA,ACC-2735-MMIK,8770.99,USD,wire,0,
TXN-88477398,2025-12-21T04:41:00.187276,ACC-6001-GSVS,ACC-1586-BRCN,7085.27,USD,wire,0,
TXN-32471926,2026-01-05T08:18:00.187276,ACC-1877-IYLU,ACC-8620-EARQ,6078.65,USD,wire,0,
TXN-01685286,2026-03-20T20:46:00.187276,ACC-2498-ROZQ,ACC-4230-NHQJ,4364.6,USD,swift,0,
TXN-01024902,2026-04-17T09:58:00.187276,ACC-3700-QZNW,ACC-4944-OVZR,9185.09,USD,ach,0,
TXN-84936334,2026-01-02T07:33:00.187276,ACC-6325-GLSU,ACC-7230-ENSG,14087.28,USD,ach,0,
TXN-85946232,2026-01-28T14:42:00.187276,ACC-6884-GBRS,ACC-1587-WKZR,2098.69,USD,internal,0,
TXN-53138846,2026-04-09T11:39:00.187276,ACC-4109-KYML,ACC-4356-SSZP,4953.09,USD,internal,0,
TXN-11001389,2026-01-19T07:49:00.187276,ACC-0457-OFHM,ACC-9209-SNGQ,5078.78,USD,swift,0,
TXN-10031726,2026-05-02T04:40:00.187276,ACC-3661-ATVI,ACC-4739-QGFO,10123.41,USD,swift,0,
TXN-50609416,2026-05-07T05:00:00.187276,ACC-4668-ELIB,ACC-2996-WTSL,448.37,USD,swift,0,
TXN-15955008,2026-02-14T16:00:00.187276,ACC-1370-ISNN,ACC-7787-USXO,3451.77,USD,wire,0,
TXN-65952603,2026-05-07T10:20:00.187276,ACC-6439-UBCZ,ACC-4048-YPOO,12625.45,USD,ach,0,
TXN-64338686,2026-06-01T02:12:00.187276,ACC-9669-ZKOC,ACC-9392-BWPD,333.11,USD,internal,0,
TXN-60492964,2026-03-25T23:36:00.187276,ACC-9500-KEMX,ACC-1515-PFEI,11635.84,USD,swift,0,
TXN-11212576,2025-12-24T17:18:00.187276,ACC-0021-ZDAL,ACC-0788-KGMR,14971.94,USD,swift,0,
TXN-87406730,2026-04-22T07:30:00.187276,ACC-9031-FJTH,ACC-8213-DHAO,5167.79,USD,internal,0,
TXN-34820863,2026-05-31T18:53:00.187276,ACC-1343-YUMZ,ACC-1992-AVFL,7288.49,USD,ach,0,
TXN-14748358,2026-02-18T12:29:00.187276,ACC-0457-OFHM,ACC-1671-JDZW,4370.61,USD,ach,0,
TXN-99464589,2026-06-03T17:41:00.187276,ACC-0712-LKHL,ACC-3360-OWCI,14008.82,USD,internal,0,
TXN-29279159,2026-02-19T22:46:00.187276,ACC-7701-XHLG,ACC-9175-KWZI,12284.74,USD,ach,0,
TXN-50980681,2026-02-20T20:28:00.187276,ACC-8766-UUNS,ACC-8795-ZOQY,13863.94,USD,internal,0,
TXN-86756294,2026-04-10T01:22:00.187276,ACC-0358-QCKT,ACC-3360-OWCI,10457.76,USD,ach,0,
TXN-11923500,2026-01-05T14:57:00.187276,ACC-7561-RVOL,ACC-3400-ZCRC,10064.02,USD,ach,0,
TXN-62098500,2026-05-21T02:13:00.187276,ACC-7229-BQGW,ACC-7655-VOZN,7112.44,USD,ach,0,
TXN-14080704,2025-12-10T13:09:00.187276,ACC-6001-GSVS,ACC-4272-FVCX,7187.86,USD,ach,0,
TXN-31778806,2026-02-20T05:28:00.187276,ACC-7022-XMNL,ACC-9614-XKQA,8633.29,USD,wire,0,
TXN-94910289,2026-01-22T09:06:00.187276,ACC-5900-CNXF,ACC-9175-KWZI,11830.01,USD,ach,0,
TXN-02877439,2026-02-20T20:10:00.187276,ACC-2422-WJCT,ACC-6857-NEOU,13930.4,USD,internal,0,
TXN-53091068,2026-02-19T09:51:00.187276,ACC-7230-ENSG,ACC-3408-YCHF,12773.34,USD,swift,0,
TXN-97507550,2026-02-16T02:01:00.187276,ACC-6551-YGBG,ACC-6247-NKGO,6910.77,USD,internal,0,
